Message ID	Keyword
798018727551696896	finals
798009562464862208	ATTCares
798522293546844160	yrs
798522293546844160	w u ova
798522293546844160	time
798522293546844160	bill
798522293546844160	DIRECTV
798522293546844160	arse
798598706173911040	Joplin
798598706173911040	Missouri area
798598706173911040	outages
797946057451769856	amp
797946057451769856	ATTCares
797946057451769856	calls
797991832852500480	line
797991832852500480	matter
797991832852500480	ATTCares
798142064403906561	small business landlines
798142064403906561	ATTCares
798142064403906561	Monday morning
797882076720758784	basic phone line
797882076720758784	ATTCares
797882076720758784	joke
798226727277305858	bars service
798226727277305858	bars LTE
798226727277305858	yards outside
798226727277305858	building
798226727277305858	ATTCares
797890245312315392	account number
797890245312315392	ATTCares
798500207528996864	ATTCares
798500207528996864	steps
798500207528996864	Processing
798329105351516160	ATTCares
798329105351516160	uverse
798238075147034624	apps
798238075147034624	data
798238075147034624	ATTCares
798238075147034624	reports
797876480126631936	day
797876480126631936	DM conversations
797876480126631936	TMobile
797876480126631936	ATTCares
798603244159107074	amp
798603244159107074	getting quality service
798603244159107074	ATTCares
798603244159107074	bills
798603244159107074	month
798603244159107074	idiots
798373662470467584	ATTCares
798373662470467584	request page
798373662470467584	support team
798373662470467584	days
798176877919637504	wife
798176877919637504	wireless bills
798176877919637504	employer discount
798176877919637504	ATTCares
798176877919637504	month
798176877919637504	Help
798254154544054272	hours
798254154544054272	fb
798254154544054272	ATTCares Bethel O
798254154544054272	response
798254154544054272	phone
798611486847287296	ATTCares
798611486847287296	internet
798551297679036416	phone
798551297679036416	month att
798551297679036416	sales Shen
798551297679036416	months
798551297679036416	guys
798551297679036416	ATTCares
798350080776409088	info
798350080776409088	DM
798350080776409088	moment
798587187633778688	home
798587187633778688	thanks
798587187633778688	internet
798587187633778688	ATTCares ATT
798375080954765312	ATTCares
797989677558939648	different people
797989677558939648	new service
797989677558939648	ATTCares
798214374951305216	ATTCares
798336770702086144	IP address
798336770702086144	email servers
798336770702086144	ATTCares
798336770702086144	RBL
797895991038865410	problem
797895991038865410	working hours
797895991038865410	ATTCares
798332492088573952	times
798332492088573952	wanna
798332492088573952	gigabit
798332492088573952	ATTCares
798603504856117249	idiot
798603504856117249	center
798603504856117249	amp
798603504856117249	ATTCares
798603504856117249	waste
798603504856117249	problems
797918612354760704	amp
797918612354760704	ATTCares
797918612354760704	answer
798252570103939072	Billy
798252570103939072	fantastic service
798252570103939072	ATTCares
797884849637834752	DIRECTV
797884849637834752	amp
797884849637834752	Sunday Ticket games
797884849637834752	T wireless
797884849637834752	data
798582047166070784	teams
798582047166070784	year
798582047166070784	ground internet
798582047166070784	ATTCares
798582047166070784	lines
798385350661971968	Modem resets weekly
798385350661971968	ATTCares internet
798385350661971968	worst
798385350661971968	video
798385350661971968	whatamipayingfor
798573129341825024	ATTCares
798573129341825024	care of customers
798573129341825024	service
798573129341825024	supervisor
798611418559844352	credit
798611418559844352	corporate discount
798611418559844352	ATTCares
798611418559844352	account
798164788228554752	thing
798164788228554752	customer service
798164788228554752	ATTCares
798261235309510658	bad number
798261235309510658	ATTCares
798235424133156864	ATTCares
798235424133156864	DM
798208400412712960	hrs
798208400412712960	decent person
798208400412712960	price promise
798208400412712960	ATTCares
797913033406345216	diehard Dallas Cowboys fan
797913033406345216	weak ass service
797913033406345216	ATTCares
797913033406345216	game
798245221410684928	ATTCares
798245221410684928	porch
798245221410684928	idea
798255842654973952	slowing speeds
798255842654973952	usage
798255842654973952	ATTCares
798337810281459744	cellphones
798337810281459744	ATTCares Uverse service
798602682067890176	amp
798602682067890176	tweet
798602682067890176	crap services
798602682067890176	billing
798602682067890176	desk jockey
798602682067890176	problem
798602682067890176	ATTCares
798130192170545152	Digital Life app password
798130192170545152	website
798130192170545152	safety issue
798130192170545152	ATTCares Ca
798130192170545152	time
798094201766326272	ATTCares
798413460996587522	manager
798413460996587522	Unified Billing
798413460996587522	Loyalty Dept
798413460996587522	amp
798413460996587522	ATTCares
798413460996587522	hrs
797918455525769216	Action News
797918455525769216	ABC
797918455525769216	consumer advocate
797918455525769216	story
797918455525769216	ATTCares
797918455525769216	Philadelphia
797982084480516096	excellent customer service
797982084480516096	DIRECTVService
797982084480516096	ATTCares
797982084480516096	help
798611952419237888	ATTCares
798611952419237888	support
798611952419237888	word
798611952419237888	SMH
798516270333390852	ATTCares
798333342064246784	answers
798333342064246784	Verizon straight
798195648378105858	T team
798195648378105858	Opening account
798195648378105858	customer knowledge
798195648378105858	ATTCares
798195648378105858	amp
797893750953418753	inverse
797893750953418753	area
798252232818847746	fb
798252232818847746	DM
798252232818847746	ATTCares Sarah F
798252232818847746	contact
798252232818847746	day
798252232818847746	account
797969606849613824	ATTCares
797969606849613824	amp
797969606849613824	Does
797969606849613824	promises
797969606849613824	customer
798328884706082816	internet outage
798328884706082816	Palos park il asap
797943590265593856	customer service
797943590265593856	ATTCares
798162613695696897	diff
798162613695696897	yr contract
798162613695696897	quoted bill
798162613695696897	ATTCares
798363733689061382	Richfield
798363733689061382	MN
798363733689061382	ATTCares Voice service
798363733689061382	days
798363733689061382	mo
797919737657233408	ATTCares
798375437080506369	ATTCares
798375437080506369	message
798375437080506369	attfail
797917902322089985	reps
797917902322089985	incorrect information
797917902322089985	ATTCares
798228892167405568	customer
798228892167405568	years
798228892167405568	ATTCares
798228892167405568	LessBarsInMorePlaces
797984820290789376	ATTCares end
797984820290789376	yr contract
797984820290789376	QueenSugarOWN
797984820290789376	Bravotv
798501896478748672	ATTCares
798501896478748672	issue
798501896478748672	gigapower
798501896478748672	upcharged
797999011907112960	Uverse
797999011907112960	streaming commercials
797999011907112960	nbc
797999011907112960	Bad business
797999011907112960	ATTCares
797999011907112960	lie
798605670757048320	ORIGINAL agreement
798605670757048320	fee
798605670757048320	ATTCares Service Mgr
798605670757048320	time
798340943971659778	ATTCares
798340943971659778	area
798340943971659778	customer
798313598015668226	ATTCares Alexis
798313598015668226	customer retention
798313598015668226	Incredible service
798005331410427906	multiple times
798005331410427906	ATTCares
798005331410427906	solution
798005331410427906	store
797920273693483009	ATTCares
797877603566751745	resets
797877603566751745	ATTCares
798218910680174592	U-verse support
798218910680174592	reservations
798218910680174592	way shows record
798218910680174592	ATTCares
797877160790949888	problem
797877160790949888	NFL policy wo
797877160790949888	local TV game
797877160790949888	device
797877160790949888	ATTCares
798388099369811968	receiving calls
798388099369811968	messages
798388099369811968	service
798388099369811968	issues
798388099369811968	cells
798388099369811968	MPLS
798375860734570496	ATTCares
797916723030552576	u verse
798007463169572865	mode thing
798007463169572865	ATTCares
798007463169572865	gonna
797914944721195008	phones
797914944721195008	ATTCares
797914944721195008	provider
798586041678630912	tech
798586041678630912	amp
798586041678630912	middle
798586041678630912	time
798586041678630912	house
798586041678630912	ATTCares
798570077809442816	times
798570077809442816	error
798570077809442816	billing portal
798570077809442816	ppl
798570077809442816	ATTCares
798570077809442816	days
798234698786869249	T support referenced
798234698786869249	amp
798234698786869249	ATTCares
798234698786869249	page
798313129507770368	ATTCares
798313129507770368	best way
798313129507770368	person
798321939366428672	y'alls gigabit services
798321939366428672	ATTCares
798321939366428672	speeds
798290206914912256	ATTCares
798504494061391878	DSL internet outage
798504494061391878	Jackson Michigan beginning
798504494061391878	Nov
798314069946028032	ATTCares
798314069946028032	counterparts
797972696692760577	ATTCares
798297148139958272	assistance plz
798591404037574657	email account
798591404037574657	fast reply
798591404037574657	ATTCares
798400953468801024	supervisor
798400953468801024	line
798400953468801024	sort
798400953468801024	hours
798400953468801024	T runaround
798400953468801024	ATTCares CA
798400953468801024	amp
798242265164496896	ATTCares
798242265164496896	friend
798240383746510848	black friend
798240383746510848	ATTCares
798240383746510848	teply
798221663804473344	ATTCares
798221663804473344	days
798221663804473344	Help
798165829032390657	free upgrades
798165829032390657	family
798165829032390657	x-mas
798165829032390657	ATTCares
798165829032390657	plan
798604583224250368	amp
798604583224250368	WallStreetWeek
798604583224250368	PoorServiceUSA
798604583224250368	poorserviceNG
798604583224250368	ATTCares Customer service sucks
798186235831255040	request
798186235831255040	message
798186235831255040	link
798186235831255040	ATTCares
798329329214169088	fastpath
798329329214169088	ATTCares
798331389087092736	email server
798331389087092736	difficulties
798331389087092736	uncle
798331389087092736	IP
798331389087092736	RBL
798331389087092736	ATTCares
798334705515036672	ATTCares
798334705515036672	definetly
798334705515036672	Typos
798329059432394752	moment
798329059432394752	ATTCares
797993492513292288	ATTCares
797993492513292288	football
797993492513292288	bs
797905513547563008	ATTCares
798192346064158720	building
798192346064158720	week -
798192346064158720	mins
798192346064158720	Twitter
798192346064158720	ATTCares
798126758146867200	plan
798126758146867200	free mobile hotspot
798126758146867200	ATTCares
798261006786928640	Support RobertS
798261006786928640	envelope
798261006786928640	ATTCares
798261006786928640	DM
798202897284689920	friends
798202897284689920	ATTCares
798202897284689920	people
798202897284689920	plan
798354083493056512	ATTCares
798354083493056512	store availability
797930391281643520	HOURS
797930391281643520	ATTCares
797930391281643520	DM
797930391281643520	contacts
798368798529167361	picture
798368798529167361	screen
798368798529167361	receiver
798368798529167361	ATTCares
798193593160704000	ethernet cable
798193593160704000	wired test
798193593160704000	wireless
798193593160704000	ATTCares Noticed issue
798193593160704000	Reset router
798193593160704000	mbps
798285123632451585	repair
798285123632451585	home phone line
798285123632451585	loop
798285123632451585	automated service
798285123632451585	DAY
798285123632451585	ATTCares
798215483321360384	ATTCares
798215483321360384	Customer service
798215483321360384	ridiculous thing
797976516827246592	directv
797976516827246592	site
797976516827246592	steps
797976516827246592	ATTCares
798210407819198465	home
798210407819198465	times
798210407819198465	router
798210407819198465	ATTCares Internet
797981007815344128	Restarting DVR
797981007815344128	DVR of shows
797981007815344128	prime viewing
797981007815344128	ATTCares Sunday
797981007815344128	service
797950843978915841	ATTCares
797950843978915841	Cmon
797888932511772672	days
797888932511772672	tech yesterday
797888932511772672	ATTCares
797888932511772672	appt
797916563865268224	new unlimited plan
797916563865268224	account
797916563865268224	ATTCares
798331377233989632	amp
798331377233989632	T Internet
798319220807188480	amp
798319220807188480	Samsung
798319220807188480	Conflict w Internet
798319220807188480	DIRECTV bundle
798319220807188480	recall
798319220807188480	ATTCares
798237932091895808	calculator servers
798237932091895808	exams tomorrow
798237932091895808	ATTCares
798237932091895808	Jokes
798165072438644736	ATTCares
798165072438644736	dm
798165072438644736	notes
798165072438644736	idea
797946028238307328	Internet
797946028238307328	times
797946028238307328	problem
797946028238307328	ATTCares
797946028238307328	systemwide
798609499548483584	Long time premium subscriber
798609499548483584	ATTCares
798609499548483584	Pac12Network
798609499548483584	Directv
797888742870482944	ATTCares
797888742870482944	cable
797888742870482944	help
797888742870482944	Monday
798324549020504064	hours messaging
798324549020504064	T error
798324549020504064	amp
798324549020504064	year customer
798324549020504064	ATTCares
798324549020504064	chat
797990022494519296	gonna
797990022494519296	MattRoth512 Shelby
797990022494519296	episodes
797990022494519296	internet
797990022494519296	ATTCares
798607781150355456	billing ca
798607781150355456	cell service
798607781150355456	USA
798607781150355456	internet connection
798607781150355456	ATTCares Idiots
798331456233869312	uverse
798331456233869312	ATTCares
798331456233869312	mbps
798284795918909440	ATTCares
798284795918909440	weekend
798284795918909440	way
798006349925728256	amp
798006349925728256	QUALITY PRODUCT
798006349925728256	SERVICE
798006349925728256	different problems
798006349925728256	ATTCares
797915705819545600	cost of phone
797915705819545600	ATTCares
797915705819545600	credit
798608800945049600	phone line usage
798608800945049600	cable
798608800945049600	day
798608800945049600	internet
798608800945049600	ATTCares
798608800945049600	Great
797947366816894977	u-verse internet
797947366816894977	ATTCares
797947366816894977	sept
797947366816894977	balance
798271549010755584	year
798271549010755584	resolution
798271549010755584	ATTCares
798271549010755584	problem
798226774425358336	ATTCares
798226774425358336	coverage
798226774425358336	Manhattan Beach
798226774425358336	service
797915284006805504	ATTCares provider
797915284006805504	wife
797915284006805504	iPhone
797915284006805504	rep
798268356117741568	equipment
798268356117741568	ATTCares Thanks
798268356117741568	link
798268356117741568	ATT Fiber charges
798268356117741568	cancellation
798268356117741568	days
798286833884893184	ATTCares
798286833884893184	gigs
797931841881681921	account number
797931841881681921	new DSL subscribers
797931841881681921	existing markets
797931841881681921	ATTCares
798272063655931904	chat team
798272063655931904	shame
798272063655931904	strange non consumer friendly policies
798272063655931904	ATTCares
797880060661202945	ATTCares
797910278490857472	state attorney generals office
797910278490857472	restocking fee
797910278490857472	ATTCares
797910278490857472	tweet
798563693298585603	reference codes
798563693298585603	Acct credit
798563693298585603	case numbers
798563693298585603	phone
798563693298585603	ATTCares
798202393095716864	iphone
798202393095716864	credit
798202393095716864	ATTCares
798202393095716864	Rep
798202393095716864	trade
798202393095716864	LIE
797922610579378180	ATTCares
797922610579378180	service
797922610579378180	job
797881259951169536	ATTCares
797916332939300864	contract
797916332939300864	money
797916332939300864	ATTCares
797916332939300864	plus
797914749187002368	line
797914749187002368	ATTCares
797914749187002368	directv
797914749187002368	rep providing misinformation
797914749187002368	unlimited data
797936614953521152	middle of Seattle
797936614953521152	service
797936614953521152	ATTCares
798581766273441792	ATTCares
798581766273441792	problem
798581766273441792	techs
798581766273441792	TMobile
798265840193929220	companies leaders
798265840193929220	listening
798265840193929220	action
798265840193929220	certain customer
798265840193929220	ATTCares
798221855559598080	ripoffpress
798221855559598080	FrontierCorp
798221855559598080	Apple
798221855559598080	crap service
798221855559598080	game
798221855559598080	RipoffReport
798250327258468352	ATTCares
798307220651917312	ATTCares
798307220651917312	page
798551825494339585	internet service
798551825494339585	work
798551825494339585	end
798551825494339585	sight
798551825494339585	days
798551825494339585	ATTCares
798583019967627264	ATTCares  Thanks Lilly
798583019967627264	DM
798305634835841024	issues
798305634835841024	ATTCares
798305634835841024	phone
798305634835841024	years
798305634835841024	money
797938763804635136	half-baked
797938763804635136	ATTCares
797931539518672896	service
797931539518672896	MO
797931539518672896	ISP proof
797931539518672896	ripoff
797931539518672896	nflsundayticket
797931539518672896	Wo
798381632419926016	local programming
798381632419926016	ATTCares
798381632419926016	package
798008410830729216	internet outages
798008410830729216	non-fix fixes
798008410830729216	ATTCares TV outages
798008410830729216	intentional overbilling
798008410830729216	amp
798008410830729216	operators
797965127618179072	ATTCares Message
797965127618179072	ticket number
798587653956374528	phone
798587653956374528	different answers
798587653956374528	ATTCares
798587653956374528	store
798587653956374528	minutes
798248848028221441	messaging
798248848028221441	ATTCares
798248848028221441	week
798248848028221441	backyard
797965978512592896	ATTCares
797917951668129792	ATTCares
797917951668129792	truth
798262698878210048	ATTCares
798262698878210048	phone
798262698878210048	experience
798001687281561600	ATTCares
798001687281561600	throw ts page
798001687281561600	device
798001687281561600	samsung
798001687281561600	things
797894243305930753	Morgan City
797894243305930753	LA
797894243305930753	ATTCares
797894243305930753	ping
797894243305930753	hours
797894243305930753	Whats
798373844490846209	new phone
798373844490846209	month
798373844490846209	ATTCares guys
797929537128386561	days
797929537128386561	contract expiry
797929537128386561	support team
797929537128386561	help
797929537128386561	empathy
797929537128386561	yrs
798262925215629313	SamsungMobileUS
798262925215629313	daughters
798262925215629313	sister
798262925215629313	ATTCares
798262925215629313	phone
798188919044984832	repairs
798188919044984832	hurricane
798188919044984832	ATTCares
798016908213780482	mix
798016908213780482	bill
798016908213780482	customer service
798016908213780482	ATTCares
798377290459705344	times
798377290459705344	min straight
798377290459705344	ATTCares
797920913551290368	ATTCares
797920913551290368	problem
797920913551290368	game
797920913551290368	fucking
798596609328238592	ATTCares
798596609328238592	dept
798596609328238592	answer
797999866613993473	internet speeds
797999866613993473	ATTCares
798375048654520320	date
798375048654520320	ATTCares
797973293588303872	amp
797973293588303872	cellular data network
797973293588303872	ATTCares
797973293588303872	iPhone
797912857597906945	freaking month
797912857597906945	ATTCares
797912857597906945	cost
797912857597906945	times
797886509093269504	Uverse drop
797886509093269504	house
797886509093269504	NID box
797886509093269504	previous owners
797886509093269504	ATTCares
797886509093269504	Thanks
797944808476123136	standalone product
797944808476123136	viable option
797944808476123136	ATTCares
798597614786576385	gate left open
798597614786576385	understatement
798597614786576385	migration
798597614786576385	dogs
798597614786576385	ATTCares
798238426579357697	bill
798238426579357697	screenshot
798238426579357697	ATTCares Thanks James
798238426579357697	account number
798238426579357697	DM
797918788469592065	separate account
797918788469592065	ATTCares
797918788469592065	wife
797918788469592065	company
797918788469592065	month
797918788469592065	power
798196902734995456	touch
798196902734995456	ridiculous automated bot
798196902734995456	repair dpt
798196902734995456	min
798196902734995456	ATTCares
798249379463184384	July
798249379463184384	spite of calling
798249379463184384	ATTCares
798249379463184384	collection services
798151356733235200	wireless account
798151356733235200	ATTCares
798151356733235200	ATT bill
798151356733235200	words
798024318034841600	account
798024318034841600	ATTCares uverse
798024318034841600	lke
798024318034841600	visit
798024318034841600	mbs
798256286483759104	great job
798256286483759104	days
798256286483759104	ATTCares
798256286483759104	question
797972782437036032	Fullscreen
797972782437036032	ATTCares Account
797972782437036032	crap
797972782437036032	apps
798011385636618240	Standard ATT warranty
798011385636618240	ATTCares Galaxy Note
798011385636618240	Paying
798289280665845760	local phone repair service
798289280665845760	ATTCares
798289280665845760	point
798289280665845760	thing
798289280665845760	schedule
797977189337604097	data
797977189337604097	ATTCares
797977189337604097	plan
797977189337604097	issue
798260072359096321	diff ATT reps
798260072359096321	chat session w
798260072359096321	ATT error
798260072359096321	end chat
798260072359096321	hours
798260072359096321	records
798260072359096321	ATTCares
797977024946016256	round
797977024946016256	phone
797977024946016256	ATTCares
797977024946016256	Chente
797977024946016256	Switcher offer
797977024946016256	sprint
797929872245084160	billing responsibility
797929872245084160	representatives
797929872245084160	different things
797929872245084160	ATTCares
797929872245084160	mistake
798390221251428353	ATTCares Of course
798390221251428353	several users
798390221251428353	area
798390221251428353	Sunday
797902553627377665	service
797902553627377665	Tues
797902553627377665	ATTCares
798611817723404288	ATTCares internet
797898627213627392	amp
797898627213627392	SAMSUNG GALAXY
797898627213627392	ATTCares rep sd
797898627213627392	mo
797898627213627392	charge
797898627213627392	tab
798179277913149440	dm
798179277913149440	plan renewal
798179277913149440	ATTCares
798263530604478464	morning
798263530604478464	summary
798263530604478464	ATTCares TianaB
798263530604478464	acct
798256172516057088	followers
798256172516057088	DM
798256172516057088	ATTCares
798256172516057088	times
798256172516057088	avail
798567370591797248	new line
798567370591797248	additional line
798567370591797248	number
798567370591797248	Monthly charge
798567370591797248	Family Plan
798566294840754176	ATTCares
797980792945197057	outgoing calls service
797980792945197057	switcher
797980792945197057	ATTCares
798247154905071616	video
798247154905071616	scroll
798247154905071616	example
798247154905071616	Twitter
798247154905071616	data
798247154905071616	apps
798249092463861760	random people
798249092463861760	ATTCares
798249092463861760	young kids
798249092463861760	house
798275310709981184	number sync
798180663656468480	TAP
798180663656468480	SNPP
798180663656468480	WCTP
798180663656468480	ATTCares
798180663656468480	rep
797999504213573632	ATTCares Months of continued account issues
797999504213573632	phone service
798305227111878656	link
798305227111878656	ATTCares
798305227111878656	page
798165552606969856	ur network
798165552606969856	ATTCares zi
798608663585779712	amp
798608663585779712	run
798608663585779712	idiots
798608663585779712	RipoffReport
798608663585779712	FrontierCorp
798608663585779712	ATTCares everytime
797914497067270144	line
797914497067270144	separate plan
797914497067270144	unlimited plan
797914497067270144	ATTCares
798321335608950784	ATTCares
798321335608950784	internet service
798321335608950784	worst
798324463318118401	ATTCares internet speeds
798324463318118401	area
798324463318118401	gigabit testing
797913973093842944	ATTCares
797913973093842944	receiver
797913973093842944	times
798149739103617024	wireless
798149739103617024	ATTCares
797994666633216001	ATTCares
797994666633216001	Tiana
797994666633216001	information
797994666633216001	notes
798316273801297920	money
798316273801297920	company
798316273801297920	cs
798316273801297920	Justin
798316273801297920	amp
798316273801297920	account unauthorized
798316273801297920	ATTCares
798326108903108608	Apple
798326108903108608	ATTCares
798190638688661504	directtv
798190638688661504	disatisfied
798190638688661504	level of customer service
798190638688661504	ATTCares
798190638688661504	years
798619214814867456	look
798619214814867456	issue
798619214814867456	response
798619214814867456	week
798619214814867456	ATTCares
797952903621316608	Preparing support content
797952903621316608	ATTCares
797952903621316608	internet speed
797952903621316608	troubleshooting
798150334552023042	ATTCares
798150334552023042	issue
798233026559819776	ATTCares
798233026559819776	product
798208832103030785	yard
798208832103030785	cable buriel
798208832103030785	months
798208832103030785	ATTCares
798021005428064260	ATTCares
798021005428064260	error code
798021005428064260	tech
798021005428064260	Ethernet
798021005428064260	connection
798417791690883072	tracking number
798417791690883072	ATTCares
798003519739465728	ATTCares
798003519739465728	horribleservice
798324644835041281	Xbox
798324644835041281	YouTube
798324644835041281	ATTCares
797916585541238786	ATTCares
798347293111877632	uverse internet
798347293111877632	issues
798347293111877632	South Los Angeles
798347293111877632	router
798347293111877632	flashing red
798372638288707584	Westworld
798372638288707584	HBOgo
798372638288707584	ATTCares
798372638288707584	PS4
797925036971749376	ATTCares
797925036971749376	assistance
797925036971749376	date
797925036971749376	Imdone
798374974276980736	sign
798374974276980736	nearby ATT store
798374974276980736	ATTCares
798374974276980736	data
798374974276980736	messaging works
798374974276980736	tower
798004966677852160	ATTCares
798004966677852160	Samsung Galaxy S7 Edge
797913804503846912	hour
797913804503846912	phone
797913804503846912	cust service
797913804503846912	number
797913804503846912	office
797913804503846912	President
798497097704239105	text message
798497097704239105	ATTCares
798250302386372608	ATTCares
798313225364406272	ATTCares
798313225364406272	phone
797970338038632448	ATTCares
797970338038632448	kardashaian
797970338038632448	customer
798354329732136960	ATTCares
798354329732136960	minutes
798253005581611009	ATTCares
798220395589595136	landline
798220395589595136	customer service rep
798220395589595136	ATTCares
798220395589595136	Sunday
798220395589595136	Tuesday
797972257494724612	directv bill
797972257494724612	pw
797972257494724612	old directv u-
797972257494724612	internet bill
797972257494724612	wo
797972257494724612	ATTCares
798025465042767872	tier
798025465042767872	support
798025465042767872	ISP
798025465042767872	ve
798025465042767872	ATTCares
798025465042767872	min
798025465042767872	outage
797940092706779137	ATTCares
797940092706779137	local channels
797940092706779137	NBC
798349432387469312	ATTCares
798332432990617600	resoect people
798332432990617600	FREAKIN
798332432990617600	time
798332432990617600	ATTCares
798332432990617600	FRAUD ALERT
798332432990617600	hold
798237256637026308	ATTCares
798237256637026308	calculator
798248065148878848	Id
798248065148878848	branches
798248065148878848	ATTCares
798248065148878848	time
798248065148878848	guys
798248065148878848	yard
